Building_Name,Carpet_Area,BHK,Floor_Number,Location,Furnished,Type,Bathrooms,Parking,Lift,Railway_Station-KM,Price,Available_for_Rent,Rented_Price
Golden Arcade 17,1985,4.0,9,Mulund East,Semi-Furnished,4BHK,4,Yes,Yes,2,4467322,Yes,20919
Skyline Plaza 280,1518,1.0,11,Bandra East,Unfurnished,1BHK,1,Yes,Yes,3,1031798,Yes,13434
Sai Chawl,1437,2.0,18,Andheri East,Furnished,2BHK,4,Yes,No,1,3107961,No,0
Oceanic Enclave 91,2127,4.0,3,Kharghar,Semi-Furnished,4BHK,3,Yes,Yes,1,2489860,Yes,15593
Lakeview Arcade 343,2238,2.0,18,Kandivali West,Semi-Furnished,2BHK,4,Yes,Yes,2,1806046,No,0
Sai Chawl,645,2.0,20,Andheri West,Furnished,2BHK,1,No,Yes,2,3665178,No,0
Sai Chawl,3164,1.0,2,Goregaon East,Semi-Furnished,1BHK,1,Yes,Yes,0,2705413,No,0
Sai Chawl,1466,1.0,19,Powai,Unfurnished,1BHK,4,No,Yes,3,3262762,Yes,9632
Sai Estate 49,2006,3.0,14,Ghansoli,Semi-Furnished,3BHK,2,Yes,No,3,2764825,No,0
Orchid Heights 359,1049,2.0,17,Ghatkopar East,Unfurnished,2BHK,4,Yes,Yes,3,1015710,No,0
Sapphire Enclave 432,2630,4.0,5,Dadar East,Semi-Furnished,4BHK,1,Yes,No,1,2388508,Yes,36450
Sapphire Tower 144,3076,1.0,15,Mulund East,Unfurnished,1BHK,4,Yes,Yes,2,4717400,No,0
Galaxy Enclave 204,2199,1.0,16,Dadar West,Unfurnished,1BHK,2,No,Yes,2,3804038,No,0
Emerald Plaza 246,3227,1.0,7,Kandivali East,Furnished,1BHK,4,No,No,1,1238652,Yes,27143
Skyline Plaza 399,1691,1.0,12,Ghansoli,Unfurnished,1BHK,1,No,Yes,1,3987973,No,0
Sai Chawl,2460,2.0,19,Sion,Furnished,2BHK,4,No,No,4,3407789,No,0
Silver Arcade 67,1141,2.0,12,Vashi,Unfurnished,2BHK,2,No,No,3,1525921,No,0
Royal View 242,819,2.0,16,Borivali East,Unfurnished,2BHK,1,Yes,No,2,3778253,Yes,24572
Sai Chawl,2409,2.0,12,Kandivali West,Semi-Furnished,2BHK,3,Yes,Yes,1,1512977,No,0
Sunrise Estate 46,1160,4.0,24,Powai,Furnished,4BHK,1,Yes,No,4,2183030,No,0
Urban Enclave 324,1997,3.0,1,Vile Parle West,Semi-Furnished,3BHK,4,No,Yes,3,3572735,Yes,26017
Sai Chawl,2961,2.0,12,Malad West,Semi-Furnished,2BHK,2,Yes,Yes,3,778750,No,0
Palm Grandeur 181,3308,4.0,6,Santacruz East,Semi-Furnished,4BHK,2,Yes,Yes,3,4940449,Yes,28620
Sai Chawl,2031,2.0,16,Sion,Furnished,2BHK,4,No,Yes,4,4448596,No,0
Sai Chawl,3226,3.0,4,Borivali West,Furnished,3BHK,1,Yes,Yes,1,579829,Yes,9272
Sai Chawl,958,4.0,17,Malad East,Semi-Furnished,4BHK,1,Yes,No,0,1714131,No,0
Sai Chawl,3493,1.0,20,Santacruz West,Furnished,1BHK,4,Yes,No,2,3024363,No,0
Sai Chawl,443,2.0,3,Mulund West,Furnished,2BHK,3,No,Yes,3,905586,No,0
Lakeview Plaza 214,2955,4.0,20,Kandivali East,Furnished,4BHK,2,Yes,No,1,838959,No,0
Sai Chawl,1447,4.0,9,Bandra East,Semi-Furnished,4BHK,2,No,No,3,3418985,Yes,34961
Emerald View 195,2829,1.0,17,Bandra West,Semi-Furnished,1BHK,2,No,No,3,3600725,No,0
Sai Chawl,1541,1.0,19,Malad West,Semi-Furnished,1BHK,4,No,Yes,0,3121884,No,0
Sai Apartments 5,524,3.0,17,Santacruz East,Unfurnished,3BHK,4,Yes,No,2,2117175,No,0
Orchid Plaza 161,2624,4.0,10,Juhu,Unfurnished,4BHK,1,Yes,Yes,1,2423263,Yes,21421
Sai Chawl,2211,4.0,21,Worli,Semi-Furnished,4BHK,4,No,Yes,3,991535,Yes,29288
Palm Villa 456,1039,4.0,14,Vile Parle West,Unfurnished,4BHK,2,Yes,No,2,2804952,No,0
Metro Residency 285,2284,3.0,17,Sion,Semi-Furnished,3BHK,2,Yes,No,1,3714236,Yes,24688
Sunrise Palace 261,582,3.0,11,Kurla East,Furnished,3BHK,4,No,Yes,2,3177473,No,0
Metro Homes 448,1410,4.0,23,Borivali East,Furnished,4BHK,1,Yes,Yes,3,2993428,Yes,34120
Sai Chawl,3388,3.0,19,Ghatkopar East,Unfurnished,3BHK,4,Yes,Yes,3,1354843,No,0
Orchid Park 444,2717,3.0,14,Malad West,Furnished,3BHK,2,Yes,Yes,2,2070873,No,0
Sai Chawl,2801,1.0,12,Bandra West,Furnished,1BHK,1,Yes,Yes,3,1062872,Yes,21916
Sai Chawl,3171,3.0,13,Kurla East,Semi-Furnished,3BHK,2,No,Yes,2,2282646,No,0
Sai Chawl,2307,3.0,21,Airoli,Unfurnished,3BHK,3,No,No,4,3897265,Yes,9930
Crystal Apartments 189,2002,4.0,12,Kurla East,Unfurnished,4BHK,3,No,Yes,3,1113458,No,0
Silver Villa 311,2996,3.0,1,Kurla East,Semi-Furnished,3BHK,4,No,No,4,4441656,No,0
Sai Chawl,2927,2.0,8,Malad East,Furnished,2BHK,1,Yes,Yes,4,3128097,No,0
Sapphire Enclave 14,1386,1.0,19,Belapur,Furnished,1BHK,4,No,Yes,4,2300229,No,0
Sai Chawl,2136,2.0,2,Borivali West,Furnished,2BHK,1,No,Yes,0,4518642,Yes,18728
Metro Homes 225,2339,1.0,15,Nerul,Furnished,1BHK,3,No,Yes,1,3003664,Yes,19512
Harmony Estate 120,3330,3.0,11,Airoli,Semi-Furnished,3BHK,2,Yes,Yes,3,2236395,No,0
Royal View 32,2459,1.0,2,Panvel,Semi-Furnished,1BHK,3,No,Yes,2,1376405,Yes,23001
Emerald Residency 496,1220,1.0,20,Vile Parle West,Unfurnished,1BHK,3,No,No,4,1352610,No,0
Sai Chawl,2087,3.0,5,Airoli,Semi-Furnished,3BHK,1,No,No,0,3287650,No,0
Elite Tower 116,1818,3.0,19,Worli,Unfurnished,3BHK,4,No,No,4,2465517,No,0
Orchid View 364,2305,3.0,17,Ghatkopar East,Unfurnished,3BHK,2,Yes,Yes,2,2703397,Yes,20798
Elite Estate 16,2387,3.0,5,Lower Parel,Semi-Furnished,3BHK,4,No,Yes,2,2521800,Yes,17576
Metro Residency 334,2600,3.0,23,Lower Parel,Semi-Furnished,3BHK,2,No,No,4,2391448,Yes,31028
Sai Chawl,1338,2.0,23,Kandivali West,Semi-Furnished,2BHK,2,Yes,Yes,1,4479563,Yes,12102
Metro Palace 260,747,3.0,19,Mulund East,Unfurnished,3BHK,2,Yes,Yes,4,568037,No,0
Lakeview Palace 291,2050,4.0,2,Chembur,Semi-Furnished,4BHK,4,Yes,Yes,4,2137754,Yes,15813
Orchid Residency 431,2487,4.0,7,Dadar East,Semi-Furnished,4BHK,2,No,Yes,2,1749097,Yes,9287
Galaxy Park 41,1638,3.0,17,Ghatkopar East,Furnished,3BHK,1,No,Yes,2,1937794,No,0
Sai Chawl,419,1.0,11,Malad East,Furnished,1BHK,3,No,No,2,3730332,Yes,34178
Metro Villa 52,518,4.0,17,Goregaon East,Semi-Furnished,4BHK,4,Yes,No,0,3716370,Yes,37277
Royal Residency 102,3482,4.0,3,Ghatkopar West,Unfurnished,4BHK,1,Yes,No,2,1613402,No,0
Sai Chawl,897,3.0,7,Chembur,Furnished,3BHK,4,Yes,No,0,4581058,No,0
Orchid Homes 328,1673,1.0,14,Lower Parel,Unfurnished,1BHK,1,Yes,No,0,3817320,Yes,32203
Lakeview Residency 383,3134,4.0,19,Mulund East,Unfurnished,4BHK,3,Yes,Yes,1,3989408,No,0
Sai Chawl,1040,1.0,5,Ghansoli,Unfurnished,1BHK,1,Yes,Yes,3,2525318,No,0
Sai Chawl,2588,4.0,14,Worli,Furnished,4BHK,4,No,No,4,2559488,No,0
Sai Chawl,811,4.0,7,Andheri West,Furnished,4BHK,4,No,Yes,2,744508,Yes,9413
Emerald Heights 78,3422,4.0,22,Vashi,Semi-Furnished,4BHK,1,Yes,No,4,1906079,No,0
Sai Chawl,2293,4.0,11,Chembur,Unfurnished,4BHK,3,Yes,No,0,4782900,Yes,35796
Sai Chawl,2390,4.0,16,Dadar East,Semi-Furnished,4BHK,3,No,No,2,1081643,No,0
Sai Chawl,3260,1.0,24,Kharghar,Semi-Furnished,1BHK,4,Yes,No,4,1212847,No,0
Sai Chawl,3102,2.0,21,Santacruz East,Unfurnished,2BHK,2,Yes,No,1,4219834,No,0
Golden View 420,2884,4.0,21,Malad West,Unfurnished,4BHK,3,No,No,4,2963574,Yes,33385
Urban Apartments 7,582,1.0,24,Santacruz West,Furnished,1BHK,2,No,No,1,1319065,No,0
Elite Villa 254,1163,4.0,8,Kurla East,Semi-Furnished,4BHK,3,Yes,No,4,1507355,No,0
Emerald Palace 415,922,2.0,5,Powai,Unfurnished,2BHK,4,No,Yes,4,2242236,No,0
Lakeview Residency 383,938,2.0,16,Santacruz East,Semi-Furnished,2BHK,2,No,No,3,789138,Yes,15056
Metro Estate 63,3271,1.0,22,Andheri East,Unfurnished,1BHK,1,Yes,No,3,1625382,Yes,10218
Sai Chawl,479,1.0,4,Dadar West,Unfurnished,1BHK,3,No,Yes,1,1046003,Yes,32070
Galaxy Enclave 15,3467,2.0,19,Kandivali West,Semi-Furnished,2BHK,1,Yes,No,2,4607568,No,0
Sai Chawl,1136,4.0,19,Belapur,Unfurnished,4BHK,1,Yes,Yes,4,4408470,Yes,33193
Emerald Residency 496,3340,4.0,15,Kharghar,Furnished,4BHK,3,Yes,No,4,1061484,No,0
Sai Chawl,2591,2.0,6,Ghatkopar West,Furnished,2BHK,4,Yes,No,3,1902157,Yes,31314
Sai Chawl,1488,3.0,1,Juhu,Semi-Furnished,3BHK,3,No,No,2,4702345,Yes,10773
Emerald View 195,1794,4.0,22,Bandra East,Unfurnished,4BHK,3,No,No,1,843915,Yes,30610
Skyline Enclave 453,3327,4.0,11,Santacruz East,Furnished,4BHK,4,Yes,No,1,599037,Yes,23286
Sapphire Grandeur 266,3159,2.0,8,Lower Parel,Furnished,2BHK,1,Yes,Yes,1,3056922,Yes,34580
Golden Apartments 27,2736,4.0,23,Lower Parel,Unfurnished,4BHK,4,Yes,No,4,4058075,No,0
Sai Chawl,1088,1.0,3,Ghatkopar West,Furnished,1BHK,4,Yes,Yes,0,1356715,Yes,26997
Oceanic Apartments 365,2629,2.0,4,Seawoods,Unfurnished,2BHK,1,No,No,2,2364237,No,0
Oceanic Palace 183,933,1.0,8,Mulund East,Unfurnished,1BHK,1,No,No,2,3458833,Yes,33613
Metro Grandeur 322,1225,3.0,14,Vile Parle West,Semi-Furnished,3BHK,1,No,No,2,2354638,Yes,19177
Sai Chawl,1579,2.0,2,Mulund West,Semi-Furnished,2BHK,4,Yes,Yes,2,567796,No,0
Sai Chawl,1529,3.0,13,Santacruz East,Semi-Furnished,3BHK,3,Yes,No,3,931823,Yes,23799
Golden Residency 310,1723,3.0,9,Seawoods,Unfurnished,3BHK,2,No,No,4,3736457,No,0
Sai Chawl,1305,2.0,11,Bandra West,Semi-Furnished,2BHK,1,No,No,2,2210345,Yes,18749
Shanti Arcade 202,2255,3.0,4,Seawoods,Unfurnished,3BHK,1,No,No,0,3111283,Yes,35758
Golden Apartments 478,2732,1.0,16,Andheri West,Semi-Furnished,1BHK,2,Yes,No,4,1130543,No,0
Sai Chawl,1694,3.0,18,Worli,Semi-Furnished,3BHK,2,No,No,0,1133406,Yes,10839
Sai Chawl,627,2.0,11,Kurla West,Unfurnished,2BHK,2,No,Yes,3,1091652,No,0
Urban Residency 1,2132,3.0,11,Dadar East,Unfurnished,3BHK,4,No,Yes,2,4444123,No,0
Urban Arcade 497,1283,3.0,15,Ghatkopar East,Unfurnished,3BHK,2,Yes,Yes,4,4779224,No,0
Crystal Plaza 107,713,2.0,18,Panvel,Semi-Furnished,2BHK,1,Yes,Yes,3,3341556,No,0
Metro Plaza 483,483,3.0,14,Nerul,Semi-Furnished,3BHK,1,Yes,Yes,2,618411,No,0
Metro Residency 445,774,2.0,9,Kandivali East,Unfurnished,2BHK,1,Yes,No,2,3477008,No,0
Sai Chawl,923,4.0,12,Kharghar,Unfurnished,4BHK,2,Yes,Yes,2,4735510,Yes,23440
Orchid Grandeur 410,768,1.0,4,Belapur,Unfurnished,1BHK,4,No,No,2,1884977,No,0
Sai Chawl,547,4.0,21,Kharghar,Semi-Furnished,4BHK,2,Yes,Yes,3,2043729,No,0
Sai Chawl,2883,3.0,11,Mulund East,Unfurnished,3BHK,2,No,No,0,3624098,Yes,11385
Sai Chawl,833,4.0,16,Kharghar,Furnished,4BHK,1,Yes,Yes,1,781679,No,0
Sai Chawl,457,3.0,1,Bandra West,Furnished,3BHK,4,Yes,No,4,986153,Yes,35883
Sai Chawl,854,4.0,11,Kharghar,Furnished,4BHK,4,Yes,No,2,1950044,Yes,31627
Oceanic Homes 321,1285,4.0,11,Ghansoli,Unfurnished,4BHK,2,No,No,2,2909006,No,0
Palm Villa 75,782,1.0,10,Andheri West,Furnished,1BHK,1,Yes,Yes,4,4084606,No,0
Shanti Homes 396,3049,4.0,1,Vile Parle East,Unfurnished,4BHK,2,No,No,4,2176733,Yes,22640
Sai Estate 430,3210,1.0,10,Dadar East,Semi-Furnished,1BHK,3,Yes,Yes,4,4956438,Yes,39433
Emerald Arcade 306,941,4.0,17,Belapur,Unfurnished,4BHK,3,No,No,1,2700436,No,0
Galaxy Arcade 79,1221,4.0,6,Malad West,Furnished,4BHK,3,Yes,Yes,4,3662209,Yes,22573
Shanti Arcade 202,971,4.0,17,Andheri East,Semi-Furnished,4BHK,3,Yes,Yes,3,3872327,No,0
Palm Grandeur 181,3390,1.0,12,Seawoods,Furnished,1BHK,4,Yes,No,2,1211183,Yes,28410
Skyline Residency 417,539,2.0,6,Airoli,Semi-Furnished,2BHK,1,No,Yes,3,2213768,No,0
Orchid Park 444,2435,1.0,1,Santacruz West,Furnished,1BHK,1,Yes,No,2,2351031,Yes,15572
Sai Chawl,2679,2.0,15,Kurla West,Furnished,2BHK,1,No,No,3,2776721,No,0
Elite Enclave 205,2811,2.0,1,Mulund East,Unfurnished,2BHK,4,No,No,2,1702597,No,0
Galaxy Apartments 380,1970,2.0,11,Vile Parle East,Unfurnished,2BHK,4,Yes,Yes,4,697351,No,0
Royal Tower 207,3386,3.0,18,Sion,Semi-Furnished,3BHK,2,No,No,1,2018034,Yes,22159
Skyline Homes 247,2621,1.0,9,Andheri West,Semi-Furnished,1BHK,2,Yes,Yes,2,3710539,Yes,33916
Sai Chawl,1350,2.0,22,Goregaon East,Unfurnished,2BHK,3,No,No,1,3884749,Yes,33878
Sai Chawl,1780,1.0,22,Goregaon East,Unfurnished,1BHK,4,Yes,No,0,4777146,No,0
Sai Chawl,2420,1.0,10,Bandra East,Semi-Furnished,1BHK,3,Yes,No,2,585099,Yes,33764
Harmony Residency 265,882,4.0,23,Kandivali West,Semi-Furnished,4BHK,4,Yes,No,2,4210295,Yes,15340
Sai Chawl,792,1.0,9,Mulund West,Unfurnished,1BHK,2,Yes,No,4,3217621,Yes,10620
Sai Chawl,2411,1.0,7,Powai,Furnished,1BHK,2,Yes,Yes,4,765712,Yes,38085
Sapphire Grandeur 158,2149,4.0,3,Kandivali West,Unfurnished,4BHK,3,Yes,No,1,3598890,Yes,27451
Metro Plaza 234,1691,3.0,7,Vile Parle East,Unfurnished,3BHK,3,Yes,No,1,4293504,Yes,36223
Sai Chawl,2480,4.0,12,Vile Parle East,Semi-Furnished,4BHK,1,No,Yes,1,686656,No,0
Sai Chawl,724,1.0,17,Vashi,Unfurnished,1BHK,2,Yes,Yes,4,995669,Yes,19143
Sai Estate 140,1019,4.0,18,Dadar East,Furnished,4BHK,1,No,Yes,4,1394135,No,0
Skyline Villa 31,3346,4.0,14,Mulund West,Furnished,4BHK,1,Yes,No,1,2998000,No,0
Sai Chawl,2404,4.0,1,Borivali West,Semi-Furnished,4BHK,4,No,No,3,2975415,Yes,34041
Orchid Palace 56,1327,1.0,11,Santacruz East,Unfurnished,1BHK,1,No,No,4,771524,Yes,28509
Sai Chawl,2739,4.0,12,Vile Parle West,Unfurnished,4BHK,1,Yes,Yes,1,3547694,No,0
Sunrise Park 370,3118,4.0,6,Malad West,Semi-Furnished,4BHK,3,No,No,4,1782150,No,0
Orchid Palace 61,3089,2.0,10,Airoli,Unfurnished,2BHK,1,Yes,Yes,2,4449086,No,0
Sunrise Estate 46,1085,2.0,11,Panvel,Semi-Furnished,2BHK,2,Yes,Yes,3,594285,Yes,39754
Sai Chawl,1687,1.0,11,Mulund West,Furnished,1BHK,4,No,Yes,1,4527965,Yes,33003
Sai Chawl,737,3.0,7,Dadar West,Furnished,3BHK,2,Yes,Yes,4,1876514,Yes,12286
Sapphire Grandeur 425,2688,1.0,16,Lower Parel,Semi-Furnished,1BHK,1,No,No,4,2449513,No,0
Orchid Park 444,3155,4.0,16,Juhu,Furnished,4BHK,3,No,No,4,3014587,Yes,39843
Elite Enclave 70,908,2.0,10,Lower Parel,Semi-Furnished,2BHK,4,Yes,Yes,2,4623894,Yes,25114
Sai Chawl,1267,4.0,24,Malad West,Furnished,4BHK,1,Yes,Yes,1,3773081,No,0
Oceanic Enclave 91,2355,4.0,4,Lower Parel,Furnished,4BHK,1,Yes,No,1,2521727,Yes,19139
Sai Chawl,745,3.0,15,Goregaon West,Unfurnished,3BHK,2,Yes,No,1,2007539,Yes,17680
Sai Chawl,2882,2.0,22,Andheri East,Semi-Furnished,2BHK,3,No,No,3,860331,Yes,21370
Oceanic Enclave 196,2690,1.0,5,Lower Parel,Unfurnished,1BHK,2,Yes,Yes,4,2699472,Yes,25313
Sai Heights 29,2738,2.0,19,Chembur,Semi-Furnished,2BHK,1,Yes,No,4,4847847,No,0
Royal Villa 55,2697,1.0,19,Powai,Furnished,1BHK,2,No,Yes,2,865402,Yes,9276
Palm Heights 450,2716,2.0,13,Worli,Furnished,2BHK,4,Yes,Yes,4,4005938,No,0
Sai Chawl,815,1.0,8,Chembur,Semi-Furnished,1BHK,4,Yes,No,1,3390198,Yes,18444
Sapphire Heights 45,886,2.0,11,Vile Parle West,Unfurnished,2BHK,3,No,Yes,3,3202087,Yes,28566
Urban Apartments 7,1898,2.0,3,Goregaon West,Semi-Furnished,2BHK,2,No,Yes,1,2534789,No,0
Skyline Tower 43,819,1.0,24,Borivali East,Unfurnished,1BHK,2,No,Yes,1,4415677,No,0
Elite Enclave 205,1633,2.0,11,Nerul,Furnished,2BHK,2,Yes,Yes,1,961575,Yes,33205
Palm Plaza 352,1579,3.0,6,Panvel,Furnished,3BHK,1,Yes,Yes,0,1119316,Yes,14957
Harmony Apartments 460,1612,2.0,21,Mulund West,Semi-Furnished,2BHK,4,No,No,2,931263,Yes,28772
Royal Palace 353,3216,3.0,8,Kandivali West,Unfurnished,3BHK,3,Yes,No,2,4153107,Yes,26381
Galaxy Homes 164,1701,4.0,23,Airoli,Unfurnished,4BHK,2,Yes,Yes,4,2421031,No,0
Sai Chawl,1582,1.0,14,Nerul,Semi-Furnished,1BHK,4,No,No,3,3304185,Yes,25333
Elite Palace 39,3305,2.0,11,Worli,Furnished,2BHK,4,No,No,4,3793292,Yes,25335
Elite Villa 221,3153,2.0,9,Kandivali East,Furnished,2BHK,1,No,Yes,4,3227889,Yes,20184
Lakeview Park 81,1729,4.0,12,Vile Parle West,Semi-Furnished,4BHK,1,Yes,Yes,1,1933946,Yes,17133
Oceanic Apartments 66,1621,3.0,23,Borivali East,Furnished,3BHK,2,Yes,No,2,3438156,Yes,33719
Sai Chawl,3353,2.0,24,Borivali West,Semi-Furnished,2BHK,2,No,No,3,4976667,No,0
Sai Chawl,957,4.0,12,Borivali West,Unfurnished,4BHK,2,Yes,No,3,4334316,No,0
Metro Enclave 119,3014,2.0,15,Malad East,Semi-Furnished,2BHK,1,No,No,1,916499,No,0
Sai Chawl,3185,2.0,23,Kandivali West,Semi-Furnished,2BHK,3,No,Yes,1,4862764,Yes,36027
Lakeview Apartments 146,1722,4.0,4,Vile Parle East,Semi-Furnished,4BHK,1,Yes,No,3,1508417,No,0
Sunrise Arcade 360,2859,2.0,21,Juhu,Semi-Furnished,2BHK,3,No,Yes,1,1193620,No,0
Elite Estate 16,2857,1.0,15,Malad East,Unfurnished,1BHK,2,Yes,Yes,2,4421547,Yes,9294
Royal Plaza 404,919,4.0,14,Bandra East,Furnished,4BHK,3,No,Yes,1,1528686,Yes,34810
Elite Homes 103,877,1.0,4,Vile Parle East,Semi-Furnished,1BHK,1,Yes,No,2,1890476,No,0
Urban Apartments 7,2411,1.0,14,Bandra East,Unfurnished,1BHK,4,No,No,4,4076977,Yes,33480
Sai Chawl,675,3.0,24,Kandivali East,Furnished,3BHK,1,No,No,3,3701651,No,0
Sai Chawl,2200,3.0,3,Kurla East,Unfurnished,3BHK,1,Yes,Yes,0,2439597,No,0
Sai Chawl,1817,1.0,18,Kurla East,Furnished,1BHK,3,Yes,Yes,3,2414508,Yes,36196
Sai Chawl,3319,3.0,16,Panvel,Unfurnished,3BHK,3,No,No,4,2270586,No,0
Sai Chawl,3006,3.0,10,Chembur,Unfurnished,3BHK,3,Yes,No,4,1613951,Yes,9458
Sapphire Heights 45,3284,2.0,15,Kharghar,Furnished,2BHK,3,No,No,0,3649887,Yes,11414
Emerald Arcade 226,2247,2.0,1,Nerul,Unfurnished,2BHK,1,No,No,2,2467104,Yes,34037
Sunrise Tower 228,1396,3.0,5,Nerul,Unfurnished,3BHK,4,No,No,2,3684471,No,0
Silver Homes 198,958,1.0,20,Malad East,Semi-Furnished,1BHK,2,No,No,1,4777603,No,0
Lakeview Estate 95,2720,4.0,14,Ghansoli,Unfurnished,4BHK,2,Yes,Yes,2,4772108,Yes,14954
Palm Heights 275,2185,3.0,3,Ghansoli,Furnished,3BHK,3,No,No,2,3591377,Yes,26581
Sai Chawl,1850,2.0,7,Kandivali East,Unfurnished,2BHK,1,Yes,No,0,3791751,No,0
Emerald Apartments 60,2867,1.0,9,Vile Parle West,Semi-Furnished,1BHK,1,Yes,No,3,2997515,Yes,23601
Palm Heights 275,3382,3.0,13,Seawoods,Unfurnished,3BHK,2,Yes,Yes,1,771854,No,0
Sai Chawl,2629,1.0,7,Chembur,Unfurnished,1BHK,4,No,Yes,1,2512178,Yes,11957
Sai Chawl,615,1.0,22,Lower Parel,Furnished,1BHK,1,Yes,No,4,2960413,Yes,17547
Crystal Tower 323,1924,1.0,21,Vile Parle West,Unfurnished,1BHK,4,Yes,No,0,3011699,Yes,35410
Sai Chawl,1388,4.0,17,Goregaon West,Semi-Furnished,4BHK,4,No,Yes,4,4748299,Yes,36774
Emerald Palace 415,714,1.0,12,Kharghar,Furnished,1BHK,1,Yes,No,3,4392035,Yes,15131
Sai Chawl,1689,3.0,9,Sion,Semi-Furnished,3BHK,4,No,Yes,4,3598745,Yes,37904
Sai Estate 317,2645,4.0,8,Juhu,Semi-Furnished,4BHK,4,Yes,Yes,4,1763748,No,0
Sai Chawl,1391,4.0,24,Worli,Unfurnished,4BHK,2,Yes,No,2,1273178,Yes,37371
Golden Residency 310,1119,2.0,5,Sion,Unfurnished,2BHK,4,Yes,No,4,2969907,Yes,19754
Oceanic Homes 110,1508,2.0,2,Andheri West,Semi-Furnished,2BHK,1,Yes,No,2,518998,Yes,17545
Skyline Villa 31,1143,3.0,3,Kurla West,Unfurnished,3BHK,4,No,No,2,3800851,No,0
Urban Enclave 324,845,2.0,6,Santacruz West,Unfurnished,2BHK,1,No,Yes,0,3233868,Yes,15330
Sai Chawl,2353,3.0,14,Santacruz East,Semi-Furnished,3BHK,2,No,Yes,3,4938101,Yes,38130
Silver Palace 386,881,3.0,1,Dadar East,Unfurnished,3BHK,1,No,No,3,566392,Yes,16010
Sai Chawl,535,4.0,7,Borivali East,Semi-Furnished,4BHK,1,No,Yes,2,1452051,No,0
Oceanic Plaza 229,880,2.0,3,Dadar East,Furnished,2BHK,4,Yes,No,0,3096197,Yes,18065
Sunrise Tower 272,2409,3.0,18,Dadar West,Furnished,3BHK,2,No,Yes,3,4819571,Yes,37291
Sai Chawl,2460,1.0,10,Santacruz East,Semi-Furnished,1BHK,1,Yes,No,4,1305499,Yes,37445
Emerald Park 48,2984,1.0,2,Malad East,Furnished,1BHK,1,Yes,No,1,2781978,No,0
Royal Arcade 117,2582,2.0,14,Malad West,Semi-Furnished,2BHK,3,No,Yes,2,1907958,No,0
Sapphire Homes 493,2910,3.0,9,Powai,Furnished,3BHK,2,No,No,4,2598871,No,0
Golden Park 186,2366,4.0,14,Bandra West,Semi-Furnished,4BHK,4,No,Yes,1,4600011,Yes,11556
Galaxy Homes 130,3190,1.0,4,Ghansoli,Unfurnished,1BHK,3,Yes,Yes,0,1609718,Yes,36897
Urban Villa 11,1365,4.0,2,Malad West,Furnished,4BHK,2,No,No,2,1645843,Yes,25421
Royal View 242,1735,4.0,5,Vile Parle West,Unfurnished,4BHK,2,Yes,Yes,2,2939964,No,0
Elite Residency 308,1160,4.0,22,Goregaon East,Unfurnished,4BHK,2,No,Yes,0,4848100,Yes,19451
Sai Chawl,1157,4.0,13,Santacruz West,Unfurnished,4BHK,1,No,Yes,1,4385238,No,0
Sai Chawl,2717,3.0,10,Worli,Semi-Furnished,3BHK,2,Yes,No,1,3552814,No,0
Emerald Residency 290,1665,2.0,1,Kandivali West,Unfurnished,2BHK,4,No,No,1,2535008,No,0
Emerald Arcade 243,1354,3.0,18,Lower Parel,Furnished,3BHK,2,No,No,3,4286942,Yes,8675
Sai Chawl,1158,2.0,6,Ghatkopar West,Unfurnished,2BHK,4,Yes,No,0,2364202,No,0
Golden Apartments 478,1712,2.0,2,Panvel,Semi-Furnished,2BHK,3,Yes,No,0,4827934,No,0
Skyline Apartments 18,699,3.0,23,Worli,Furnished,3BHK,4,Yes,Yes,3,4958259,Yes,32790
Oceanic Homes 403,2931,3.0,8,Santacruz West,Semi-Furnished,3BHK,1,No,Yes,1,4674472,No,0
Elite Arcade 245,1555,2.0,2,Vashi,Semi-Furnished,2BHK,2,No,Yes,4,4394947,Yes,28005
Sai Estate 317,2108,3.0,7,Goregaon West,Unfurnished,3BHK,3,Yes,No,2,760948,No,0
Skyline Homes 489,1908,4.0,24,Kandivali East,Semi-Furnished,4BHK,3,Yes,No,4,3353074,Yes,13299
Lakeview Estate 175,2518,1.0,5,Mulund East,Furnished,1BHK,2,Yes,Yes,1,786113,No,0
Metro Palace 21,2618,3.0,22,Malad West,Semi-Furnished,3BHK,2,Yes,No,1,4040211,No,0
Metro Homes 225,2725,3.0,17,Andheri West,Unfurnished,3BHK,3,Yes,No,0,3754544,No,0
Sai Chawl,2088,3.0,8,Vile Parle East,Semi-Furnished,3BHK,4,Yes,No,4,1194602,Yes,17057
Sai Chawl,3347,1.0,4,Ghatkopar West,Furnished,1BHK,1,No,No,4,4420681,Yes,24260
Golden View 449,3420,3.0,24,Ghansoli,Semi-Furnished,3BHK,1,No,No,4,2678739,Yes,36832
Royal Park 348,2245,3.0,9,Bandra East,Furnished,3BHK,3,Yes,Yes,1,4736400,No,0
Sunrise Estate 46,2389,2.0,6,Goregaon East,Semi-Furnished,2BHK,3,Yes,No,1,1087677,Yes,16331
Metro Heights 281,746,4.0,8,Vashi,Furnished,4BHK,2,Yes,No,0,1689826,No,0
Shanti Homes 304,2161,1.0,23,Santacruz East,Unfurnished,1BHK,3,No,No,4,1521250,No,0
Elite View 136,1978,3.0,15,Worli,Furnished,3BHK,3,No,Yes,3,4731468,No,0
